_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3215567,325115213,23178339,0,2023-11-09T19:45:00,"3900 Block Kleber St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): Mistaken package,2708,1,1,-80.0375085333665,40.48703864828807
3215568,325127739,23178432,0,2023-11-10T00:12:00,"900 Block Wilhelm St Pittsburgh, PA 15220",N,Elliott,6,99,9133 Noise Complaint - No Citation,2020,2,5,-80.03760953341691,40.444663098722145
3215569,325130035,23178220,26,2023-11-09T16:17:00,"2000 Block Straubs Ln Pittsburgh, PA 15212",Y,Troy Hill,1,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2406,1,1,-79.98091241910723,40.46818633510184
3215570,325131961,23178471,6,2023-11-10T02:29:00,"90 Block Sylvania Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1809,3,5,-80.00626850658587,40.41717679268765
3215571,324497262,23173622,6,2023-11-01T10:20:00,"800 Block Mellon St Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1102,7,2,-79.92493232940434,40.47108643392905
3215572,324510005,23173684,6,2023-11-01T12:15:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.99793948033764,40.44294530587832
3215573,324523361,23173753,0,2023-11-01T15:00:00,"1300 Block Rescue St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): Property Dispute(1326 Rescue st),2620,1,1,-79.9922192121857,40.46678330030244
3215574,324533797,23173832,0,2023-11-01T17:00:00,"2200 Block Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): Parent missed her son at the school bus stop,2614,6,1,-80.01285985862796,40.46543330446881
3215575,324525129,23173784,99,2023-11-01T08:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3215576,324536793,23173880,99,2023-11-01T15:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.01656850562077,40.45687440924445
3215577,324540357,23173915,11,2023-10-30T01:00:00,"200 Block Jacksonia St Pittsburgh, PA 15212",N,Central North Side,1,IDENTITY THEFT,4120 Identity Theft / 7615(a)(1) Computer Trespass - Remove Data,2503,6,1,-80.00956849498316,40.45789512038673
3215578,324541044,23173868,10,2023-11-01T07:00:00,"4700 Block Monongahela St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,1501,5,3,-79.94375259792729,40.41349899041416
3215579,324938731,23177248,5,2023-11-07T20:58:00,"2800 Block Spring St Pittsburgh, PA 15210",N,Arlington,3,BURGLARY,3502 Burglary.,1603,3,3,-79.96938413718317,40.41562581279007
3215580,325104411,23178214,0,2023-11-08T18:30:00,"2600 Block 5th Ave Pittsburgh, PA 15213",N,West Oakland,4,99,9999 9999 - (Misc. Incident): ,402,6,3,-79.9653335043923,40.437253229925254
3215581,325108353,23178259,10,2023-11-07T09:00:00,"2200 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306,9,2,-79.87309251906457,40.45390419790739
3215582,325115329,23177783,0,2023-11-09T20:25:00,"500 Block Lowell St Pittsburgh, PA 15206",N,Larimer,5,99,9994 PFA Service,1204,9,2,-79.9110388211097,40.46222723408833
3215583,325123151,23178397,0,2023-11-09T22:00:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): REPORTED THEFT FROM VEHICLE WITH NOTHING TAKEN ,201,,,,
3215584,325187474,23178721,6,2023-11-09T19:30:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,404,,,-79.87838242783407,40.44332100326034
3215585,325195160,23178790,15,2023-11-10T18:17:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 3334 Turning Movements and Required Signals. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 4524 Windshield Obstructions and Wipers.",1115,,,,
3215586,325197908,23178890,99,2023-11-10T21:39:00,"800 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,,,,
3215587,325209412,23179187,10,2023-11-11T01:25:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.98187231372171,40.42859317552536
3215588,325031514,23173403,6,2023-10-31T21:00:00,"1400 Block Evandale Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2706 Terroristic Threats. / 2709 Harassment (Non-Specific) / 3304 Criminal Mischief. / 2709(b) Stalking,2715,1,1,-80.03204662408943,40.47017271149086
3215589,325109212,23178239,18,2023-11-09T16:51:00,"900 Block Rossmore Ave Pittsburgh, PA 15226",Y,Brookline,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,1919,4,5,-80.01764508257514,40.394138314547796
3215590,325151651,23178187,0,2023-11-09T10:23:00,"2800 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,99,9999 9999 - (Misc. Incident): ,203,7,6,-79.97722190344571,40.4582493910921
3215591,325152774,23178047,14,2023-11-08T19:00:00,"700 Block Junilla St Pittsburgh, PA 15219",N,Bedford Dwellings,2,CRIM MISCHIEF,3304 Criminal Mischief.,509,6,3,-79.97253004557258,40.44965588618861
3215592,325214505,23179285,10,2023-11-11T14:56:00,"Allegheny Ave Pittsburgh, PA 15212",Y,Crawford-Roberts,1,HARRASSMENT,2709 Harassment (Non-Specific),305,1,1,-80.01820651697044,40.44937315337001
3215593,325218124,23179318,6,2023-11-06T00:55:00,"6300 Block Alderson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1414,5,3,-79.92202672583663,40.428194675707836
3215594,324573346,23171478,10,2023-10-28T12:59:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Sheraden,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99688178462712,40.43480407292362
3215595,-3574002000,23174382,10,2023-11-02T16:19:00,"Herron Ave & Bigelow Blvd Pittsburgh, PA 15219",N,Polish Hill,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",605,7,6,-79.9659415888294,40.45574331698728
3215596,324625846,23174460,14,2023-10-30T08:00:00,"6300 Block St Marie St Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief.,1106,9,2,-79.9162023215471,40.46753518725584
3215597,-3714003541,23174523,0,2023-11-02T21:21:00,"2600 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2902,4,3,-79.97880436583105,40.3854502648648
3215598,324629053,23174601,0,2023-11-03T00:28:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,9,2,-79.92205139428822,40.46165532418406
3215599,324651193,23174778,99,2023-11-03T10:30:00,"Centre Ave & Logan St Pittsburgh, PA 15219",N,Middle Hill,2,AIDED CASE,9497 Aided Case,501,6,6,-79.98972907295574,40.440542219928815
3215600,324668734,23174809,0,2023-11-03T11:15:00,"S Aiken Ave & Walnut St Pittsburgh, PA 15232",Y,Shadyside,4,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,703,8,2,-79.935505673052,40.45064293893679
3215601,324674914,23174929,10,2023-11-03T15:07:00,"Central Ave & Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.03009009024935,40.47659319276106
3215602,324217885,23171328,0,2023-10-28T05:15:00,"800 Block Brightridge St Pittsburgh, PA 15212",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01789203493958,40.46238242873774
3215603,324219951,23171319,0,2023-10-28T05:08:00,"1500 Block West Liberty Ave Pittsburgh, PA 15226",Y,Brookline,6,99,3503(a) Criminal Trespass,1917,4,5,-80.01592936800549,40.41051597105026
3215604,324222784,23171384,0,2023-10-28T09:17:00,"2200 Block Gershon Trwy Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): property dispute,2620,,,,
3215605,324233155,23032365,99,2023-10-28T12:05:00,"1400 Block Sherman Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2703,6,1,-80.01022240634956,40.457253421918494
3215606,324234484,23171454,99,2023-10-28T12:05:00,"2500 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2904,4,3,-79.98115113919414,40.38669249057316
3215607,325035776,23177872,14,2023-11-08T10:59:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief. / 3301 Arson ,103,6,6,-79.99459104985328,40.435334670473395
3215608,325282758,23175756,10,2023-11-05T01:41:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Shadyside,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 2903 False Imprisonment. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,6,6,-79.99688178462712,40.43480407292362
3215609,325288276,23180083,6,2023-11-13T06:00:00,"900 Block Chetopa St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2022,2,5,-80.05785054935535,40.45291886959563
3215610,325302445,23175213,15,2023-11-04T00:49:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Larimer,5,LOAN ON LEND /GIVE FIREARMS PR,"6115 Loans on, or Lending or Giving Firearms  / 4304(a)(1) Endangering Welfare of Children. / 6301 Corruption of Minors. / 6110.1 Possesion of Firearm by Minor",1208,6,6,-79.99318468129471,40.43507182089466
3215611,325313621,23180164,10,2023-11-13T10:54:00,"2300 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2904,4,3,-79.98740995954455,40.38794186074496
3215612,325314698,23180182,99,2023-11-13T11:36:00,"60 Block Almeda St Pittsburgh, PA 15207",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1515,5,3,-79.93932814768617,40.40331663522648
3215613,325316150,23180232,14,2023-11-13T05:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.99370505437578,40.42180225515111
3215614,324236761,23171542,0,2023-10-28T15:35:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,99,9994 PFA Service,2019,7,2,-79.95794766796888,40.467383013699234
3215615,325273445,23179710,99,2023-11-12T11:55:00,"700 Block Filbert St Pittsburgh, PA 15232",N,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),703,8,2,-79.93388235282049,40.45252088546745
3215616,-3647010147,23179944,6,2023-11-12T20:28:00,"1000 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,,,,
3215617,324679519,23174963,0,2023-11-03T16:18:00,"200 Block Radcliffe St Pittsburgh, PA 15204",N,Esplen,6,99,"9999 9999 - (Misc. Incident): Mental health issues, referring to Resolve",2017,2,5,-80.05543929851835,40.46282663305655
3215618,324691373,23175237,10,2023-11-04T02:12:00,"1400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,3,3,-79.98403429331502,40.428656560355705
3215619,324697082,23175294,4,2023-11-04T05:24:00,"200 Block Stratford Ave Pittsburgh, PA 15206",N,Friendship,5,AGG-ASSAULT,2702 Aggravated Assault.,807,7,2,-79.93282619775725,40.46210616710164
3215620,324706900,23175441,6,2023-11-04T13:00:00,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,,,,
3215621,324716179,23175600,99,2023-11-04T18:30:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2614,,,,
3215622,324247139,23171739,15,2023-10-28T21:56:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 5505 Public Drunkenness / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1702,3,3,-79.98331001737412,40.42869280365664
3215623,324251021,23171920,99,2023-10-29T03:59:00,"1000 Block 5th Ave Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 4914 False Identification to Law Enforcement Authorities,201,6,3,-79.99083372929813,40.43862969649749
3215624,324251865,23171942,10,2023-10-29T04:15:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",Y,Highland Park,5,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 5507(a) Obstructing highway, railroad or public passage / 3736 Reckless Driving / 3714 Careless Driving / 2709(b) Stalking",1102,7,2,-79.92832528501641,40.47230596155568
3215625,324264700,23172094,99,2023-10-29T13:12:00,"1000 Block Manhattan St Pittsburgh, PA 15233",Y,Manchester,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2107,6,1,-80.02542718368707,40.45134086601124
3215626,324273824,23172149,99,2023-10-29T15:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,DRUG INVESTIGATION,9124 Drug Investigation,305,6,3,-79.97998240539275,40.44358891030736
3215627,325335260,23180294,99,2023-11-13T15:24:00,"6300 Block Marchand St Pittsburgh, PA 15206",Y,Shadyside,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),708,8,2,-79.92235926619887,40.45720383333771
3215628,325351237,23178892,99,2023-11-09T13:10:00,"3900 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2701,1,1,-80.03767427297021,40.48724587601415
3215629,324242519,23171685,0,2023-10-28T20:00:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,99,9994 PFA Service,2019,7,2,-79.95794766796888,40.467383013699234
3215630,324249631,23171854,99,2023-10-29T01:50:00,"Birmingham Brg Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,,,,
3215631,324251378,23171764,10,2023-10-28T23:17:00,"30 Block Bascom Ave Pittsburgh, PA 15214",N,Perry North,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2602,1,1,-80.0228094040574,40.49334845715647
3215632,324259825,23172037,6,2023-10-29T11:00:00,"7100 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1301,9,2,-79.89738699192972,40.46261733662748
3215633,324268062,23172172,99,2023-10-29T02:00:00,"1100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,3,3,-79.98748535786805,40.42872686487963
3215634,324274919,23172260,0,2023-10-29T19:39:00,"200 Block Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,99,9997 Overdose Death,809,7,2,-79.9474952403547,40.46519162659151
3215635,324278570,23172275,10,2023-10-29T20:05:00,"4600 Block Mapledale Dr Pittsburgh, PA 15207",Y,New Homestead,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 4304(a)(1) Endangering Welfare of Children. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 1301 Registration and Certificate of Title Required.",3103,5,3,-79.92073484384329,40.387004188492305
3215636,325025823,23177767,10,2023-11-08T18:45:00,"2500 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,501,6,3,-79.97221721058021,40.449542835916866
3215637,325089630,23178073,14,2023-11-08T23:00:00,"3700 Block Charlotte St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,603,7,2,-79.96555456285532,40.46663018572894
3215638,325095579,23178089,0,2023-11-09T11:35:00,"2400 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,99,9093 Indirect Criminal Contempt,2018,2,5,-80.04219887880271,40.453500922036
3215639,325170289,23178621,99,2023-11-10T12:40:00,"4600 Block Forbes Ave Pittsburgh, PA 15213",Y,Squirrel Hill North,4,FOUND PROPERTY,9489 Found Property,1401,,,,
3215640,325179652,23178638,99,2023-11-10T12:42:00,"200 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1914,2,5,-80.01086390681444,40.42437057773013
3215641,324731768,23175851,14,2023-11-05T09:05:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-80.00207710815553,40.44123639882767
3215642,324735843,23175917,0,2023-11-05T11:51:00,"100 Block Munson Ave Mckees Rocks, PA 15136",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.0560195458453,40.471340995408184
3215643,324740766,23175957,15,2023-11-05T14:07:00,"Highland Park Brg Ramp & Washington Blvd Pittsburgh, PA 15206",Y,Highland Park,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3362 Maximum Speed Limits. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving",1106,,,,
3215644,324750427,23176105,99,2023-11-05T18:30:00,"Cedar Ave & E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,FOUND PROPERTY,9489 Found Property,2204,1,1,-80.00262459486903,40.45622719556762
3215645,324761880,23176247,11,2023-11-06T03:55:00,"1500 Block Shire Pl Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud,1918,,,,
3215646,324773918,23176277,6,2023-11-06T06:00:00,"300 Block Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,402,6,3,-79.96577068150611,40.44285878294734
3215647,324778046,23176303,6,2023-11-05T16:00:00,"2100 Block Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.0122981716194,40.46371140275706
3215648,324750944,23176084,6,2023-11-05T18:44:00,"5300 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1017,9,2,-79.938230195682,40.46587068960063
3215649,324338694,23172602,99,2023-10-30T13:25:00,"900 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,AIDED CASE,9497 Aided Case,1803,3,5,-79.99046913370958,40.42006226876304
3215650,324342711,23172641,14,2023-10-29T09:00:00,"5900 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1408,5,3,-79.92023990737405,40.4321213438074
3215651,324346030,23172642,6,2023-10-28T20:55:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,,,,
3215652,324350996,23172679,11,2023-10-30T00:01:00,"100 Block N Linden Ave Pittsburgh, PA 15208",N,Point Breeze North,4,IDENTITY THEFT,4120 Identity Theft,1405,9,2,-79.90998519341626,40.452822496941806
3215653,324352271,23172639,0,2023-10-30T16:44:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,99,9093 Indirect Criminal Contempt,2018,2,5,-80.05560025984737,40.456481563797496
